,Lote,Consumo,SKU,Cantidad,Descripcion,OP,Tipo,Receta,Estado
0,1,05/2025,TS53062,1,BOLSA 100 EURO TE BOLSITA JENGIBRE LIMON,51,Programada,CON_RECETA,Por_producir
