Folio,Origen,SKU,Descripcion,Cantidad,Stock Min
316,WEB,TE44095   ,BOLSA 500g EUROTE PONCHE DE GUAYABA                                                                 ,2.0,3.0
316,SAE,TE44098   ,BOLSA 500g EUROTE PASSION ORANGE                                                                    ,1.0,2.0
316,SAE,TE44099   ,BOLSA 500g EUROTE PIÑA COLADA                                                                       ,5.0,1.0
316,SAE,TE44102   ,BOLSA 500g EUROTE PU ERH CHAI TIBET                                                                 ,3.0,0.0
316,SAE,TE44104   ,BOLSA 500g EUROTE PU ERH FRUTOS ROJOS                                                               ,3.0,1.0
316,WEB,TE44104   ,BOLSA 500g EUROTE PU ERH FRUTOS ROJOS                                                               ,1.0,1.0
316,SAE,TE44114   ,BOLSA 500g EUROTE RELAX                                                                             ,50.0,10.0
316,SAE,TE44118   ,BOLSA 500g EUROTE ROOIBOS B. VAINILLA                                                               ,1.0,1.0
316,SAE,TE44121   ,BOLSA 500g EUROTE ROOIBOS CHOCO PRALINE                                                             ,1.0,1.0
316,SAE,TE44129   ,BOLSA 500g EUROTE SENCHA LIMON                                                                      ,1.0,1.0
316,SAE,TE44130   ,BOLSA 500g EUROTE SENCHA PERA                                                                       ,1.0,0.0
316,SAE,TE44133   ,BOLSA 500g EUROTE TANGO MANGO                                                                       ,2.0,2.0
316,SAE,TE44143   ,BOLSA 500g EUROTE VERDE CHAMPAGNE                                                                   ,3.0,1.0
316,WEB,TE44219   ,BOLSA 500g EUROTE MENTA FRESH                                                                       ,2.0,0.0
316,WEB,TE44222   ,BOLSA 500g EUROTE JENGIBRE LIMON                                                                    ,1.0,0.0
316,SAE,TE44327   ,BOLSA 500g EUROTE MOON M GOLDEN NIGHT                                                               ,1.0,0.0
316,SAE,TE45000   ,BOLSA 1k EUROTE ABRIL EN MEXICO                                                                     ,1.0,2.0
316,SAE,TE45015   ,BOLSA 1k EUROTE BORA BORA                                                                           ,11.0,6.0
316,SAE,TE45021   ,BOLSA 1k EUROTE CHAI HERBAL                                                                         ,1.0,3.0
316,SAE,TE45022   ,BOLSA 1k EUROTE CHERRY BANANA                                                                       ,4.0,4.0
316,SAE,TE45023   ,BOLSA 1k EUROTE CHERRY FESTIVAL                                                                     ,21.0,6.0
316,SAE,TE45037   ,BOLSA 1k EUROTE EARL GREY                                                                           ,3.0,2.0
316,SAE,TE45038   ,BOLSA 1k EUROTE ENGLISH BREAKFAST                                                                   ,3.0,2.0
316,SAE,TE45040   ,BOLSA 1k EUROTE FANTASIA TROPICAL                                                                   ,3.0,5.0
316,SAE,TE45043   ,BOLSA 1k EUROTE FLORIDA FRUITS                                                                      ,1.0,2.0
316,SAE,TE45044   ,BOLSA 1k EUROTE FRESA KIWI                                                                          ,45.0,10.0
316,SAE,TE45045   ,BOLSA 1k EUROTE FRUTA CARIBEÑA                                                                      ,10.0,6.0
316,SAE,TE45067   ,BOLSA 1k EUROTE JAZMIN                                                                              ,2.0,6.0
316,SAE,TE45070   ,BOLSA 1k EUROTE JENGIBRE MANDARIN                                                                   ,16.0,5.0
316,SAE,TE45074   ,BOLSA 1k EUROTE MANILA                                                                              ,2.0,1.0
316,SAE,TE45075   ,BOLSA 1k EUROTE MANZANA                                                                             ,2.0,10.0
316,SAE,TE45076   ,BOLSA 1k EUROTE MANZANA ARANDANO                                                                    ,1.0,10.0
316,SAE,TE45078   ,BOLSA 1k EUROTE MARACUYA                                                                            ,13.0,5.0
316,SAE,TE45081   ,BOLSA 1k EUROTE MEDITACION                                                                          ,2.0,0.0
316,SAE,TE45084   ,BOLSA 1k EUROTE MORAS DE LA SELVA                                                                   ,84.0,20.0
316,SAE,TE45089   ,BOLSA 1k EUROTE ORIENTAL SPICE                                                                      ,5.0,10.0
316,SAE,TE45095   ,BOLSA 1k EUROTE PONCHE DE GUAYABA                                                                   ,3.0,4.0
316,SAE,TE45099   ,BOLSA 1k EUROTE PIÑA COLADA                                                                         ,2.0,2.0
316,SAE,TE45102   ,BOLSA 1k EUROTE PU ERH CHAI TIBET                                                                   ,1.0,1.0
316,SAE,TE45104   ,BOLSA 1k EUROTE PU ERH FRUTOS ROJOS                                                                 ,15.0,3.0
316,SAE,TE45110   ,BOLSA 1k EUROTE PU ERH NEPAL                                                                        ,1.0,1.0
316,SAE,TE45126   ,BOLSA 1k EUROTE SENCHA                                                                              ,5.0,2.0
316,SAE,TE45133   ,BOLSA 1k EUROTE TANGO MANGO                                                                         ,5.0,2.0
316,SAE,TE45136   ,BOLSA 1k EUROTE TEMPLE OF HEAVEN                                                                    ,2.0,5.0
316,SAE,TE45143   ,BOLSA 1k EUROTE VERDE CHAMPAGNE                                                                     ,8.0,1.0
316,SAE,TE45151   ,BOLSA 1k EUROTE ZURICH                                                                              ,1.0,2.0
316,SAE,TE45220   ,BOLSA 1k EUROTE DETOX GREEN                                                                         ,2.0,0.0
316,SAE,TE45328   ,BOLSA 1k EUROTE MOON M MIL Y UNA NOCHES                                                             ,1.0,0.0
316,SAE,TS50011   ,CAJA 50 TEANGLE VERDE CHAMPAGNE                                                                     ,18.0,3.0
316,SAE,TS50013   ,CAJA 50 TEANGLE ENGLISH BREAKFAST                                                                   ,8.0,3.0
316,SAE,TS50014   ,CAJA 50 TEANGLE EARL GREY                                                                           ,9.0,3.0
316,SAE,TS50016   ,CAJA 50 TEANGLE MANZANILLA LAVANDA                                                                  ,14.0,3.0
316,SAE,TS50017   ,CAJA 50 TEANGLE RELAX                                                                               ,19.0,3.0
316,SAE,TS50019   ,CAJA 50 TEANGLE PU ERH FRUTOS ROJOS                                                                 ,15.0,3.0
316,SAE,TS50020   ,CAJA 50 TEANGLE FRESA KIWI                                                                          ,8.0,3.0
316,SAE,TS50021   ,CAJA 50 TEANGLE MORAS DE LA SELVA                                                                   ,9.0,3.0
316,SAE,TS50022   ,CAJA 50 TEANGLE FRUTA CARIBEÑA                                                                      ,2.0,3.0
316,SAE,TS50024   ,CAJA 48 TEANGLE SURTIDO TEANGLE 1 (TE)                                                              ,1.0,3.0
316,WEB,TS50056   ,LATA 15 STICKS MATCHA LOVER                                                                         ,2.0,0.0
316,WEB,TS51017   ,LATA 20 PZ. TEANGLE RELAX                                                                           ,2.0,3.0
316,WEB,TS51022   ,LATA 20 PZ. TEANGLE FRUTA CARIBEÑA                                                                  ,1.0,3.0
316,WEB,TS51023   ,LATA 20 PZ. TEANGLE CERO ESTRESS                                                                    ,1.0,3.0
316,WEB,TS51031   ,300 gr POLVOS EURO TE MASALA CHAI                                                                   ,1.0,0.0
316,SAE,TS51061   ,CAJA 15 PZASEURO TE MENTA FRESH                                                                     ,1.0,0.0
316,SAE,TS51063   ,CAJA 15 PZASEURO TE PU ERH FRUTOS ROJOS                                                             ,1.0,0.0
316,SAE,TS51067   ,CAJA 15 PZAS EURO TE  RELAX                                                                         ,11.0,0.0
316,SAE,TS51069   ,CAJA 15 PZAS EURO TE  FRESA KIWI                                                                    ,1.0,0.0
316,SAE,TS51070   ,CAJA 15 PZAS EURO TE  BERRY CABERNET                                                                ,2.0,0.0
316,WEB,TS51072   ,LATA 20 PZ. TEANGLE JENGIBRE LIMON                                                                  ,1.0,0.0
316,WEB,TS51073   ,LATA 20 PZ. TEANGLE MARACUYA                                                                        ,1.0,0.0
316,WEB,TS51093   ,CAJA 15 PZAS EURO TE BOLSITA TISANA SURT                                                            ,1.0,0.0
316,SAE,TS52010   ,BOLSA 50 TEANGLE SENCHA                                                                             ,1.0,3.0
316,WEB,TS52011   ,BOLSA 50 TEANGLE VERDE CHAMPAGNE                                                                    ,1.0,3.0
316,SAE,TS52012   ,BOLSA 50 TEANGLE MENTA                                                                              ,4.0,3.0
316,SAE,TS52014   ,BOLSA 50 TEANGLE EARL GREY                                                                          ,2.0,3.0
316,WEB,TS52014   ,BOLSA 50 TEANGLE EARL GREY                                                                          ,1.0,3.0
316,SAE,TS52016   ,BOLSA 50 TEANGLE MANZANILLA LAVANDA                                                                 ,4.0,3.0
316,WEB,TS52016   ,BOLSA 50 TEANGLE MANZANILLA LAVANDA                                                                 ,1.0,3.0
316,SAE,TS52017   ,BOLSA 50 TEANGLE RELAX                                                                              ,5.0,3.0
316,WEB,TS52020   ,BOLSA 50 TEANGLE FRESA KIWI                                                                         ,1.0,3.0
316,WEB,TS52021   ,BOLSA 50 TEANGLE MORAS DE LA SELVA                                                                  ,1.0,3.0
316,WEB,TS52022   ,BOLSA 50 TEANGLE FRUTA CARIBEÑA                                                                     ,1.0,3.0
316,SAE,TS52023   ,BOLSA 50 TEANGLE CERO ESTRESS                                                                       ,2.0,3.0
316,SAE,TS52031   ,1 kg POLVOS EURO TE MASALA CHAI                                                                     ,348.0,290.0
316,SAE,TS52032   ,1 kg POLVOS EURO TE MENTA                                                                           ,15.0,18.0
316,SAE,TS52036   ,1 kg POLVOS EURO TE MASALA MANZANA                                                                  ,1.0,33.0
316,SAE,TS52037   ,1 kg POLVOS EURO TE MATCHA                                                                          ,235.0,90.0
316,WEB,TS52037   ,1 kg POLVOS EURO TE MATCHA                                                                          ,6.0,90.0
316,SAE,TS52041   ,1 kg POLVOS EURO TE BASE NEUTRA                                                                     ,14.0,36.0
316,SAE,TS52059   ,BOLSA 50 EURO TE BOLSITA SENCHA                                                                     ,4.0,0.0
316,WEB,TS52059   ,BOLSA 50 EURO TE BOLSITA SENCHA                                                                     ,1.0,0.0
316,WEB,TS52060   ,BOLSA 50 EURO TE BOLSITA MANZANILLA                                                                 ,1.0,0.0
316,WEB,TS52062   ,BOLSA 50 EURO TE BOLSITA JENGIBRE LIMON                                                             ,1.0,0.0
316,SAE,TS52063   ,BOLSA 50 EURO TE BOLSITA PU ERH FRUTOS R                                                            ,1.0,0.0
316,WEB,TS52063   ,BOLSA 50 EURO TE BOLSITA PU ERH FRUTOS R                                                            ,1.0,0.0
316,SAE,TS52064   ,BOLSA 50 EURO TE BOLSITA CHAI                                                                       ,4.0,0.0
316,WEB,TS52064   ,BOLSA 50 EURO TE BOLSITA CHAI                                                                       ,1.0,0.0
316,WEB,TS52066   ,BOLSA 50 EURO TE BOLSITA EARL GREY                                                                  ,1.0,0.0
316,SAE,TS52067   ,BOLSA 50 EURO TE BOLSITA RELAX                                                                      ,5.0,0.0
316,SAE,TS52070   ,BOLSA 50 EURO TE BOLSITA BERRY CABERNET                                                             ,1.0,0.0
316,SAE,TS52075   ,BOLSA 50 TEANGLE GINGER POWER                                                                       ,1.0,0.0
316,SAE,TS53012   ,BOLSA 100 TEANGLE MENTA                                                                             ,4.0,3.0
316,SAE,TS53016   ,BOLSA 100 TEANGLE MANZANILLA LAVANDA                                                                ,7.0,3.0
316,SAE,TS53021   ,BOLSA 100 TEANGLE MORAS DE LA SELVA                                                                 ,4.0,3.0
316,SAE,TS53053   ,BOLSA 500g EUROTE LECHE DORADA                                                                      ,1.0,0.0
316,SAE,TS53058   ,BOLSA 100 EURO TE BOLSITA ENGLISH BREAKF                                                            ,22.0,0.0
316,SAE,TS53059   ,BOLSA 100 EURO TE BOLSITA SENCHA                                                                    ,1.0,0.0
316,SAE,TS53060   ,BOLSA 100 EURO TE BOLSITA MANZANILLA                                                                ,47.0,0.0
316,SAE,TS53061   ,BOLSA 100 EURO TE BOLSITA MENTA FRESH                                                               ,22.0,0.0
316,SAE,TS53062   ,BOLSA 100 EURO TE BOLSITA JENGIBRE LIMON                                                            ,3.0,0.0
316,SAE,TS53063   ,BOLSA 100 EURO TE BOLSITA PU ERH FRUTOS                                                             ,22.0,0.0
316,SAE,TS53064   ,BOLSA 100 EURO TE BOLSITA CHAI                                                                      ,1.0,0.0
316,SAE,TS53065   ,BOLSA 100 EURO TE BOLSITA JAZMIN                                                                    ,22.0,0.0
316,SAE,TS53066   ,BOLSA 100 EURO TE BOLSITA EARL GREY                                                                 ,22.0,0.0
316,SAE,TS53067   ,BOLSA 100 EURO TE BOLSITA RELAX                                                                     ,22.0,0.0
316,SAE,TS53068   ,BOLSA 100 EURO TE BOLSITA MANZANA INVERN                                                            ,22.0,0.0
316,SAE,TS53069   ,BOLSA 100 EURO TE BOLSITA FRESA KIWI                                                                ,25.0,0.0
316,SAE,TS53077   ,BOLSA 100 EURO TE BOLSITA SURTIDO                                                                   ,12.0,0.0
316,WEB,TS53077   ,BOLSA 100 EURO TE BOLSITA SURTIDO                                                                   ,1.0,0.0
